Word	Count	Rate (per 10000)
προδίδωμι	506	0.956
ὑγρός	506	0.956
ἐντυγχάνω	504	0.952
ἐξάγω	504	0.952
ἐπείγω	504	0.952
ἐξαιρέω	504	0.952
ἐπιγίγνομαι	503	0.950
τοσόσδε	503	0.950
Σπάρτη	503	0.950
καίπερ	501	0.946
ἰσχύς	500	0.945
ἐπιφανής	500	0.945
στέφανος	500	0.945
ἀνάλογος	499	0.943
καταπλήσσω	499	0.943
ἥδομαι	499	0.943
ψῆφος	499	0.943
ἔξειμι	498	0.941
ὑπόκειμαι	498	0.941
κλῆρος	498	0.941
καρδία	497	0.939
ἕξ	496	0.937
πληγή	495	0.935
ἀνίημι	494	0.933
οὐδαμῶς	494	0.933
κλύω	492	0.929
τάλας	491	0.928
ἐλάχιστος	491	0.928
ψυχρός	490	0.926
μέτρον	490	0.926
Μακεδονία	490	0.926
ἀήρ	489	0.924
Σκιπίων	489	0.924
δῖος	487	0.920
ἱερεύς	487	0.920
τεκμήριον	487	0.920
πολιτεύω	487	0.920
αὖτε	487	0.920
νόμιμος	485	0.916
Ἄρης	484	0.914
ἥρως	483	0.912
δάκρυον	482	0.911
ὄφρα	482	0.911
Κελτός	482	0.911
εὐδαιμονία	482	0.911
ἀναλίσκω	482	0.911
ἀσφάλεια	480	0.907
πονέω	480	0.907
ἐκδίδωμι	480	0.907
φροντίζω	480	0.907
μιμέομαι	479	0.905
διαβάλλω	479	0.905
τόλμα	478	0.903
Ξέρξης	478	0.903
ἐπιφέρω	478	0.903
κοσμέω	477	0.901
ἐκφέρω	477	0.901
ἔξωθεν	477	0.901
μόριον	477	0.901
διοικέω	476	0.899
Ἀγαμέμνων	476	0.899
Δημήτριος	474	0.895
μείγνυμι	473	0.894
ἀμείβω	473	0.894
ξίφος	472	0.892
κοιλία	471	0.890
διατελέω	470	0.888
προφήτης	470	0.888
ναυμαχία	470	0.888
ἀπαγορεύω	469	0.886
λογισμός	468	0.884
κατάγω	468	0.884
προσλαμβάνω	467	0.882
ὑψηλός	465	0.878
ἀποστερέω	463	0.875
δεξιά	463	0.875
λόφος	463	0.875
ὕψος	462	0.873
σκηνή	461	0.871
Μενέλαος	461	0.871
Θρᾷξ	461	0.871
ὅσιος	461	0.871
βοήθεια	460	0.869
ἐπαγγέλλω	459	0.867
πρόνοια	459	0.867
καθοράω	459	0.867
δόγμα	459	0.867
Τροία	458	0.865
πολεμικός	458	0.865
ἱδρύω	457	0.863
προσδέχομαι	457	0.863
ἱστορία	457	0.863
οἰκοδομέω	457	0.863
ἀκρόπολις	456	0.861
πυκνός	456	0.861
ἔνθεν	455	0.860
ἵημι	455	0.860
ἄτοπος	455	0.860
ἡνίκα	455	0.860
πηγή	454	0.858
ῥίπτω	454	0.858
Σπαρτιάτης	454	0.858
ἀμελέω	453	0.856
Διόνυσος	453	0.856
κάλλος	452	0.854
μνᾶ	452	0.854
κατατίθημι	452	0.854
ὄπισθεν	452	0.854
ἑορτή	451	0.852
ὀργίζω	451	0.852
ἐλέγχω	450	0.850
προσδοκάω	450	0.850
ἀποδέχομαι	449	0.848
τάχος	449	0.848
ἄλογος	449	0.848
συντάσσω	448	0.846
φάλαγξ	448	0.846
παιδεία	447	0.844
στενός	447	0.844
ἰδέα	447	0.844
ἁρπάζω	447	0.844
ἐπιβολή	446	0.843
Ῥόδιος	446	0.843
προσβάλλω	446	0.843
Ἑρμῆς	445	0.841
φυγάς	444	0.839
ἑξήκοντα	444	0.839
λεπτός	444	0.839
συμπίπτω	442	0.835
πέμπτος	441	0.833
ἀνθρώπινος	441	0.833
δρόμος	441	0.833
κράτιστος	440	0.831
ἀρέσκω	439	0.829
ἀποβαίνω	439	0.829
ἀνδρεῖος	439	0.829
κρύπτω	438	0.827
καίω	437	0.826
ὀπίσω	437	0.826
λαλέω	437	0.826
ἀποπέμπω	436	0.824
φρόνησις	436	0.824
στρατηγέω	436	0.824
ἐπισκοπέω	435	0.822
καταφεύγω	435	0.822
ὑπακούω	435	0.822
Ἀττικός	434	0.820
κακία	433	0.818
πρόκειμαι	433	0.818
σωφροσύνη	433	0.818
δέος	433	0.818
φρούριον	433	0.818
παράδοξος	432	0.816
ὑπερέχω	432	0.816
πόθεν	432	0.816
νοσέω	431	0.814
Ἀντίπατρος	431	0.814
γόνυ	431	0.814
τηνικαῦτα	430	0.812
ἀναφέρω	430	0.812
κέρδος	429	0.810
φρουρά	428	0.809
πρεσβεύω	427	0.807
ὦμος	427	0.807
πόσος	425	0.803
ἐξελέγχω	425	0.803
ὀκτώ	425	0.803
ὀλιγαρχία	424	0.801
ἐπιεικής	424	0.801
προΐστημι	424	0.801
ἀνοίγνυμι	423	0.799
θέρος	423	0.799
διάφορος	422	0.797
περισσός	422	0.797
εἰσοράω	422	0.797
πέλαγος	422	0.797
λιμός	421	0.795
ἐνθυμέομαι	421	0.795
Ἴωνες	421	0.795
καινός	420	0.793
αἰτιάομαι	420	0.793
Μοῦσα	420	0.793
Μιθραδάτης	420	0.793
ἐφίημι	420	0.793
μηχανή	420	0.793
οἴκαδε	419	0.792
βαδίζω	419	0.792
ἦμαρ	419	0.792
ταράσσω	419	0.792
φοβερός	418	0.790
νύμφη	417	0.788
δισχίλιοι	417	0.788
καταγιγνώσκω	417	0.788
πορεία	417	0.788
ἐνέργεια	416	0.786
Ἑλληνικός	415	0.784
πυρετός	415	0.784
ἐπιβαίνω	415	0.784
ζημία	414	0.782
μάντις	414	0.782
δίαιτα	414	0.782
κλαίω	414	0.782
ἐσθής	413	0.780
ἐμπίμπρημι	412	0.778
ἐπιτάσσω	412	0.778
σύγκλητος	411	0.776
πόντος	411	0.776
φιλοσοφία	411	0.776
μισθοφόρος	411	0.776
σύγκειμαι	411	0.776
βλώσκω	410	0.775
ἅγιος	410	0.775
ἀδίκημα	410	0.775
δεσμός	410	0.775
Θεσσαλός	409	0.773
βοή	409	0.773
κενός	409	0.773
περιοράω	408	0.771
σπουδαῖος	408	0.771
Ἀντίγονος	407	0.769
ἔχθρα	407	0.769
ἀδικία	406	0.767
πικρός	405	0.765
παραινέω	405	0.765
ἐξελαύνω	405	0.765
ἴσχω	405	0.765
δραχμή	405	0.765
καταστρέφω	405	0.765
ἀριστερός	404	0.763
οὐδέποτε	402	0.759
καθαιρέω	402	0.759
γενεά	402	0.759
κτῆσις	401	0.758
μονάς	401	0.758
προθυμία	401	0.758
προΐημι	401	0.758
ἱμάτιον	400	0.756
ἀγανακτέω	400	0.756
τόξον	400	0.756
ποικίλος	400	0.756
δουλεύω	399	0.754
συνίημι	399	0.754
πρόειμι	398	0.752
ἐγκαλέω	398	0.752
θρόνος	398	0.752
γῆρας	398	0.752
ἀπολογέομαι	398	0.752
ὑποτίθημι	395	0.746
αἵρεσις	395	0.746
μέλος	394	0.744
ἀντέχω	394	0.744
Θησεύς	394	0.744
ἔργω	394	0.744
χράω2	394	0.744
διορίζω	393	0.742
ἐνίστημι	393	0.742
δίχα	393	0.742
στρατοπεδεύω	392	0.741
φθείρω	392	0.741
ἐπαίρω	391	0.739
ἕλκος	391	0.739
συγγνώμη	390	0.737
Ἰωάννης	390	0.737
γνώριμος	389	0.735
σύνοιδα	389	0.735
ῥήτωρ	387	0.731
κτίζω	387	0.731
τύπτω	386	0.729
κοῖλος	385	0.727
μέγαρον	385	0.727
γαστήρ	385	0.727
μηνύω	385	0.727
διάγω	384	0.725
περιίστημι	384	0.725
διδάσκαλος	384	0.725
Ἑλένη	384	0.725
ὠφέλεια	383	0.724
νεανίσκος	383	0.724
ἀνάθημα	383	0.724
Μωυσῆς	383	0.724
πεῖρα	383	0.724
Χριστός	382	0.722
πλόος	382	0.722
ἀφανίζω	382	0.722
ἐσθλός	382	0.722
Ἀγησίλαος	381	0.720
ἀναμιμνήσκω	380	0.718
δοξάζω	380	0.718
ὄρνις	380	0.718
πορθέω	380	0.718
βοάω	379	0.716
ἐπικαλέω	378	0.714
κατασκευή	378	0.714
κτῆμα	378	0.714
Κόρινθος	378	0.714
σεμνός	378	0.714
Λεύκιος	378	0.714
ἄκρα	377	0.712
ἐπιχώριος	377	0.712
παραλείπω	377	0.712
Αἴας	376	0.710
διασῴζω	376	0.710
ἔπαινος	376	0.710
καρτερός	376	0.710
τράπεζα	375	0.708
ἐλεέω	375	0.708
Θρᾴκη	374	0.707
ταραχή	374	0.707
ἁμαρτία	373	0.705
περιβάλλω	373	0.705
ἀποβάλλω	372	0.703
ἄρσην	371	0.701
ἔφοδος3	371	0.701
συμμείγνυμι	371	0.701
ἀγρός	370	0.699
ὑπολείπω	369	0.697
ἑσπέρα	369	0.697
μηκέτι	369	0.697
ἐπιλαμβάνω	368	0.695
περιγίγνομαι	368	0.695
φρόνιμος	367	0.693
ὄρνυμι	367	0.693
παράδειγμα	367	0.693
μαίνομαι	366	0.691
θεραπεία	366	0.691
ἰώ	365	0.690
Ἀφροδίτη	365	0.690
Θεμιστοκλῆς	364	0.688
μεθίστημι	363	0.686
διπλόος	363	0.686
φθόνος	362	0.684
ἀξιόλογος	362	0.684
παρίημι	361	0.682
εἰκάζω	361	0.682
διαθήκη	361	0.682
Δημήτηρ	361	0.682
μνημονεύω	361	0.682
συνοικέω	361	0.682
οὔκουν	360	0.680
ἐπιτήδευμα	360	0.680
ἄνωθεν	360	0.680
ἀξίωμα	360	0.680
δεῖπνον	360	0.680
καταβάλλω	360	0.680
ἐγγίγνομαι	360	0.680
μεθίημι	359	0.678
ἰσθμός	358	0.676
κορυφή	357	0.674
Ὀλυμπία	357	0.674
ἄγριος	356	0.673
ὄργανον	356	0.673
βίαιος	356	0.673
Ἰβηρία	355	0.671
παραβαίνω	355	0.671
ἕξις	355	0.671
μόλις	355	0.671
ἐξετάζω	354	0.669
ζωή	354	0.669
γλυκύς	353	0.667
διαβολή	352	0.665
ἀποπλέω	351	0.663
ἐξαμαρτάνω	351	0.663
τετρακόσιοι	351	0.663
χορός	351	0.663
μυρίος	351	0.663
παροξύνω	351	0.663
Πειραιεύς	351	0.663
λέων	350	0.661
μνῆμα	350	0.661
ἔγκλημα	349	0.659
συνήθης	349	0.659
περίειμι	349	0.659
πλήσσω	349	0.659
δένδρον	349	0.659
Σάμος	348	0.657
ἐθίζω	347	0.656
χρυσίον	347	0.656
στεφανόω	347	0.656
παραβάλλω	347	0.656
γονεύς	347	0.656
Ὀλυμπιάς	346	0.654
πόσις	346	0.654
φυσικός	346	0.654
οὖς	346	0.654
παντελής	345	0.652
κέντρον	345	0.652
εὔνοος	345	0.652
ὑγιής	344	0.650
βιβλίον	344	0.650
ὑποδέχομαι	344	0.650
διηγέομαι	344	0.650
κατέρχομαι	344	0.650
ἀπιστέω	344	0.650
ἐπιστρέφω	344	0.650
χρεών	344	0.650
βαθύς	344	0.650
ἀγγέλλω	343	0.648
Νικίας	343	0.648
τιτρώσκω	343	0.648
νόσημα	343	0.648
στοιχεῖον	343	0.648
Δαυίδ	342	0.646
θεράπων	341	0.644
πορίζω	341	0.644
Φοῖνιξ	341	0.644
μεταλαμβάνω	341	0.644
στῆθος	341	0.644
καθήκω	341	0.644
μέμφομαι	340	0.642
φόρος	339	0.640
ἐγγράφω	339	0.640
ἐπίκειμαι	339	0.640
μηχανάομαι	339	0.640
προκαλέω	339	0.640
βιόω	339	0.640
ὀρέγω	339	0.640
διπλάσιος	339	0.640
Περικλῆς	339	0.640
Εὐρώπη	338	0.639
ἑκούσιος	338	0.639
οὐδέτερος	337	0.637
ἐκπλήσσω	337	0.637
τραῦμα	337	0.637
φωνέω	337	0.637
ἀποχωρέω	337	0.637
φρόνημα	336	0.635
σχολή	336	0.635
ἀναστρέφω	336	0.635
ἀσκέω	336	0.635
Ξενοφῶν	334	0.631
πλήρης	333	0.629
ὑφίστημι	333	0.629
διαρπάζω	333	0.629
πέρας	333	0.629
σκέλος	333	0.629
Σόλων	332	0.627
συντελέω	331	0.625
ὠφέλιμος	331	0.625
κατορθόω	331	0.625
ὠκύς	330	0.623
βλάβη	330	0.623
ἐννοέω	330	0.623
ἁμάρτημα	329	0.622
παραλληλόγραμμος	328	0.620
πολλαπλάσιος	328	0.620
κοινωνία	328	0.620
ὑπόθεσις	328	0.620
τρισχίλιοι	328	0.620
Πλάτων	328	0.620
ἄπορος	328	0.620
παράλληλος	327	0.618
φλέψ	327	0.618
ζημιόω	326	0.616
δυναστεία	326	0.616
ἐξευρίσκω	326	0.616
καθίζω	325	0.614
Ἀρχέλαος	325	0.614
τεύχω	325	0.614
ἀσπάζομαι	325	0.614
Φοῖβος	325	0.614
παντοῖος	325	0.614
παράπαν	325	0.614
ῥῆμα	325	0.614
εὐρύς	325	0.614
Ἑλλήσποντος	325	0.614
καταπλέω	324	0.612
ἱππικός	324	0.612
κατηγορία	324	0.612
καταλέγω	324	0.612
ἐπιστέλλω	324	0.612
Ἀγρίππας	323	0.610
σίδηρος	323	0.610
ἀπειλέω2	323	0.610
ὑγίεια	323	0.610
ἰσχύω	322	0.608
φθονέω	321	0.606
πιέζω	321	0.606
ἐφεξῆς	321	0.606
περιπίπτω	321	0.606
λήγω	320	0.605
ἀφορμή	320	0.605
Ἑβραῖος	320	0.605
πυραμίς	320	0.605
ἄθλιος	320	0.605
πανταχόθεν	320	0.605
ἐπιλέγω	319	0.603
ναίω	319	0.603
ἐκπλέω	319	0.603
ἄγνοια	319	0.603
διέξειμι	319	0.603
πῆχυς	319	0.603
στασιάζω	319	0.603
ἄχρι	319	0.603
συχνός	318	0.601
ἐμπειρία	318	0.601
μακάριος	318	0.601
ἄρτιος	318	0.601
ἱκετεύω	318	0.601
πλάτος	318	0.601
Κροῖσος	317	0.599
φιλοτιμία	317	0.599
Τίτος	317	0.599
Συράκουσαι	317	0.599
διαγιγνώσκω	317	0.599
ὁπότερος	317	0.599
μειράκιον	316	0.597
πένης	316	0.597
ἐκεῖσε	316	0.597
φονεύω	316	0.597
εὐτυχέω	315	0.595
ἐπιτελέω	315	0.595
ὁμώνυμος	314	0.593
ἄκρον	314	0.593
ἐπινοέω	314	0.593
δανείζω	314	0.593
ἑβδομήκοντα	314	0.593
Πόντος	314	0.593
αἰδώς	313	0.591
φθέγγομαι	313	0.591
Μεγαρεύς	313	0.591
οἴμοι	312	0.589
ἀπεργάζομαι	312	0.589
σκεῦος	312	0.589
βασίλειος	312	0.589
ἅπαξ	312	0.589
Σίμων	311	0.588
θόρυβος	311	0.588
ἄπιστος	311	0.588
σωφρονέω	311	0.588
σιτίον	311	0.588
ἐξαποστέλλω	311	0.588
ἐνδίδωμι	311	0.588
αἰών	311	0.588
Ἰουδαία	310	0.586
ψεῦδος	310	0.586
χρησμός	310	0.586
ἄχθομαι	309	0.584
φήμη	309	0.584
διαμένω	309	0.584
κῦμα	309	0.584
Εὔβοια	308	0.582
ἐλευθερόω	308	0.582
Ἰώσηπος	308	0.582
ἐλλείπω	308	0.582
πρεσβεία	308	0.582
ἀπόστασις	307	0.580
προσποιέω	306	0.578
στρατηγία	306	0.578
στρέφω	306	0.578
νομοθετέω	306	0.578
συμμαχέω	306	0.578
ἐνδείκνυμι	306	0.578
θρασύς	305	0.576
ἐγκρατής	305	0.576
οὕνεκα	305	0.576
Θεσσαλία	305	0.576
μουσική	305	0.576
λοιδορέω	304	0.574
κλέπτω	304	0.574
ἐξαίφνης	304	0.574
πρόσοδος	304	0.574
ὅπῃ	303	0.572
ὑποστρέφω	303	0.572
Ὑρκανός	302	0.571
τέμενος	302	0.571
Σύλλας	301	0.569
πονηρία	301	0.569
παράλιος	300	0.567
διάστημα	300	0.567
ὄλεθρος	300	0.567
ἰατρικός	300	0.567
ἔγχος	300	0.567
ἀναγράφω	299	0.565
ψιλός	299	0.565
ἄπειμι	299	0.565
Ἀτρείδης	299	0.565
μνηστήρ	299	0.565
κηρύσσω	299	0.565
ἱστορέω	298	0.563
θῆλυς	298	0.563
εὐδοκιμέω	298	0.563
Μεσσήνη	297	0.561
κατανοέω	297	0.561
σιγάω	297	0.561
τοιγάρ	296	0.559
ὅς2	295	0.557
Ὄλυμπος	295	0.557
στήλη	295	0.557
φείδομαι	295	0.557
κάρτα	295	0.557
καθώς	294	0.555
τέως	294	0.555
μῖσος	294	0.555
Λύσανδρος	294	0.555
τραχύς	294	0.555
διακρίνω	294	0.555
πόρος	293	0.554
φορέω	293	0.554
ἐπιβουλή	293	0.554
παντοδαπός	293	0.554
ἀγορεύω	293	0.554
χῶρος	292	0.552
δοκιμάζω	292	0.552
Περσεύς	292	0.552
ὀγδοήκοντα	291	0.550
ἐπιδίδωμι	291	0.550
ὁμιλέω	290	0.548
Πρίαμος	290	0.548
παχύς	290	0.548
ὑστεραῖος	290	0.548
εἰσβάλλω	290	0.548
παρακελεύομαι	290	0.548
πρόσειμι	289	0.546
ἐπιζεύγνυμι	289	0.546
παρατάσσω	288	0.544
πλανάω	288	0.544
Κύπρος	287	0.542
διάθεσις	287	0.542
πέλω	287	0.542
ἀκοή	286	0.540
ἔξοδος	286	0.540
τεῦχος	286	0.540
ἕδρα	286	0.540
δύω	285	0.538
ὀκνέω	285	0.538
ἀφανής	285	0.538
παίω	285	0.538
ἐμμένω	285	0.538
τάφρος	285	0.538
κοῦφος	284	0.537
ἄδηλος	284	0.537
θέω	284	0.537
τόσος	283	0.535
χιλίαρχος	283	0.535
θώραξ	283	0.535
συνέδριον	283	0.535
ἐλέφας	283	0.535
αἰσχύνη	283	0.535
ὑπάγω	282	0.533
θοός	282	0.533
χωρίζω	282	0.533
γυμνός	282	0.533
παρεμβολή	281	0.531
ὠθέω	281	0.531
χέω	281	0.531
σφάλλω	281	0.531
ὑπεναντίος	281	0.531
χάριν	280	0.529
χρώς	280	0.529
ἐκφεύγω	279	0.527
μένος	279	0.527
λεία2	279	0.527
μεστός	279	0.527
μαλακός	279	0.527
ὁπλίζω	279	0.527
Τηλέμαχος	278	0.525
πήγνυμι	278	0.525
πλησιάζω	278	0.525
πωλέω	278	0.525
χρῄζω	278	0.525
ξηρός	277	0.523
διΐστημι	277	0.523
φοιτάω	276	0.521
σοφιστής	276	0.521
οἰκίζω	276	0.521
Λοκρός	276	0.521
αἱρετός	276	0.521
Λακωνικός	275	0.520
εὐεργεσία	275	0.520
προοράω	275	0.520
καθαίρω	275	0.520
ἀντίος	274	0.518
τείνω	274	0.518
ἐνίοτε	274	0.518
θαῦμα	274	0.518
ἐννέα	274	0.518
πάρειμι2	274	0.518
Σαλαμίς	274	0.518
ἅλς2	273	0.516
τίμιος	273	0.516
παρατίθημι	273	0.516
δειλός	273	0.516
κρέας	273	0.516
ἀπόκρισις	273	0.516
τοῖος	273	0.516
Ὀρέστης	272	0.514
ἐπιτιμάω	272	0.514
ἐμπίμπλημι	272	0.514
ποίησις	272	0.514
ὠνέομαι	272	0.514
σπέρμα	272	0.514
στέλλω	272	0.514
προέχω	271	0.512
μελετάω	271	0.512
ἄσμενος	271	0.512
Μιλήσιος	271	0.512
πεντακισχίλιοι	271	0.512
Παυσανίας	271	0.512
ἕβδομος	270	0.510
Βοιωτία	270	0.510
πέλας	270	0.510
ἔρις	269	0.508
ἐρύω2	269	0.508
δουλεία	269	0.508
στερέω	269	0.508
πῃ	269	0.508
ἀκμή	268	0.506
γέρας	268	0.506
μηδέποτε	268	0.506
διαδέχομαι	268	0.506
ἆθλον	268	0.506
φρουρέω	267	0.504
λῃστής	267	0.504
τειχίζω	267	0.504
Λίβυς	267	0.504
Κρήτη	266	0.503
γνήσιος	266	0.503
δαιμόνιος	266	0.503
δαμάζω	266	0.503
μηρός	266	0.503
μανία	266	0.503
αἰδέομαι	265	0.501
ῥεῦμα	265	0.501
φαντασία	265	0.501
ὀδύνη	264	0.499
δυσχερής	264	0.499
ἀπογιγνώσκω	263	0.497
ἀνόσιος	263	0.497
συνέχω	263	0.497
Γαλάτης	263	0.497
πολλαπλασιάζω	262	0.495
χάραξ	262	0.495
γέλοιος	261	0.493
ὑπήκοος	261	0.493
δηϊόω	261	0.493
μισθόω	261	0.493
Πόπλιος	261	0.493
προσγίγνομαι	261	0.493
ἀποβλέπω	261	0.493
ὑγιαίνω	261	0.493
Κλεομένης	260	0.491
προβάλλω	260	0.491
ἀλκή	259	0.489
τυραννεύω	259	0.489
χειρόω	259	0.489
ἀνύω	259	0.489
εὐνή	259	0.489
θέα	259	0.489
ἀποφέρω	259	0.489
ἄρτος	259	0.489
πρόσκειμαι	259	0.489
μάθημα	259	0.489
γελάω	259	0.489
πρόσφημι	259	0.489
ταπεινός	259	0.489
εἴσοδος	258	0.487
Σάμιος	258	0.487
ὄνειδος	257	0.486
ἑός	257	0.486
χιτών	257	0.486
σελήνη	257	0.486
πάρος	257	0.486
διατάσσω	257	0.486
ἐγχειρέω	256	0.484
ἐπίκλησις	256	0.484
Ἡρακλείδης	256	0.484
Δωριεύς	256	0.484
τοτέ	256	0.484
καθέζομαι	256	0.484
πρᾶος	256	0.484
Καρχηδών	255	0.482
Κάσσιος	255	0.482
εὐχή	255	0.482
ἀνδριάς	255	0.482
ῥητορικός	255	0.482
ἀποδιδράσκω	255	0.482
κάρα	255	0.482
περιλαμβάνω	255	0.482
ἐπιγράφω	255	0.482
Κρής	254	0.480
ἄρθρον	254	0.480
ἐξεργάζομαι	254	0.480
γυμνάζω	253	0.478
παράνομος	253	0.478
ὀνειδίζω	253	0.478
εὐτυχία	253	0.478
ταῦρος	253	0.478
φώς	252	0.476
πανταχοῦ	252	0.476
εὔλογος	252	0.476
ἐπικρατέω	252	0.476
πότερος	252	0.476
Τισσαφέρνης	251	0.474
